"Title","Other titles","BL record ID","Type of resource","Content type","Material type","BNB number","Archival Resource Key","ISBN","Name","Dates associated with name","Type of name","Role","All names","Series title","Number within series","Country of publication","Place of publication","Publisher","Date of creation/publication","Edition","Physical description","Dewey classification","BL shelfmark","Topics","Genre","Languages","Notes","Provenance"
"4. Mothers and Social Criticism in James Joyce's Dubliners --","1/ An Overview of Motherhood -- ; 2. Disentangling Notions -- ; 3. A Mother's Vision and Love in D.H. Lawrence's Sons and Lovers -- ; 5. A Mother's 'Divided Self' in Virginia Woolf's To the Lighthouse -- ; 6. 'I'm a Cérébrale': A Mother's Isolation and Marginalization in Jean Rhys' Good Morning, Midnight -- ; 7. From Modernism to Contemporary Literature: A Timeless Debate -- ; Acknowledgments -- ; Contents -- ; Frontmatter -- ; Narcissistic Mothers in Modernist Literature : New Perspectives on Motherhood in the Works of D.H. Lawrence, James Joyce, Virginia Woolf, and Jean Rhys ; Works Cited","019567187","Monograph","Language material ; Text","Online resource","GBC066061","","9783839449660","Rademacher, Marie Géraldine","","person","author","Rademacher, Marie Géraldine, author [person]","Lettre","","Germany","Bielefeld","Transcript-Verlag","2019","","1 online resource","809.933520431","ELD.DS.462122","Joyce, James, 1882-1941 ; Motherhood in literature ; LITERARY CRITICISM--European--English, Irish, Scottish, Welsh ; Joyce, James, 1882-1941--Criticism and interpretation ; Woolf, Virginia, 1882-1941 ; Lawrence, D. H. (David Herbert), 1885-1930 ; Narcissism in literature ; Lawrence, D. H. (David Herbert), 1885-1930--Criticism and interpretation ; Woolf, Virginia, 1882-1941--Criticism and interpretation ; Rhys, Jean--Criticism and interpretation","Criticsm and interpretation","English","",""
"5. A Mother's 'Divided Self' in Virginia Woolf's To the Lighthouse --","1/ An Overview of Motherhood -- ; 2. Disentangling Notions -- ; 3. A Mother's Vision and Love in D.H. Lawrence's Sons and Lovers -- ; 4. Mothers and Social Criticism in James Joyce's Dubliners -- ; 6. 'I'm a Cérébrale': A Mother's Isolation and Marginalization in Jean Rhys' Good Morning, Midnight -- ; 7. From Modernism to Contemporary Literature: A Timeless Debate -- ; Acknowledgments -- ; Contents -- ; Frontmatter -- ; Narcissistic Mothers in Modernist Literature : New Perspectives on Motherhood in the Works of D.H. Lawrence, James Joyce, Virginia Woolf, and Jean Rhys ; Works Cited","019567187","Monograph","Language material ; Text","Online resource","GBC066061","","9783839449660","Rademacher, Marie Géraldine","","person","author","Rademacher, Marie Géraldine, author [person]","Lettre","","Germany","Bielefeld","Transcript-Verlag","2019","","1 online resource","809.933520431","ELD.DS.462122","Joyce, James, 1882-1941 ; Motherhood in literature ; LITERARY CRITICISM--European--English, Irish, Scottish, Welsh ; Joyce, James, 1882-1941--Criticism and interpretation ; Woolf, Virginia, 1882-1941 ; Lawrence, D. H. (David Herbert), 1885-1930 ; Narcissism in literature ; Lawrence, D. H. (David Herbert), 1885-1930--Criticism and interpretation ; Woolf, Virginia, 1882-1941--Criticism and interpretation ; Rhys, Jean--Criticism and interpretation","Criticsm and interpretation","English","",""
"52 Tavistock Square : poems","Fifty-two Tavistock Square","013481778","Monograph","Language material ; Text","Volume","","","9780962579455","Seaburg, Alan","1932-","person","author","Seaburg, Alan, 1932-, author [person]","","","United States of America","Cambridge, Massachusetts","Anne Miniver Press","1994","","53 pages, illustrations, 22 cm","811.54","YD.2006.a.3947","Woolf, Leonard, 1880-1969--Poetry ; Bloomsbury (London, England)--Poetry ; Hogarth Press--Poetry ; Woolf, Virginia, 1882-1941--Poetry","","English","",""
"6. 'I'm a Cérébrale': A Mother's Isolation and Marginalization in Jean Rhys' Good Morning, Midnight --","1/ An Overview of Motherhood -- ; 2. Disentangling Notions -- ; 3. A Mother's Vision and Love in D.H. Lawrence's Sons and Lovers -- ; 4. Mothers and Social Criticism in James Joyce's Dubliners -- ; 5. A Mother's 'Divided Self' in Virginia Woolf's To the Lighthouse -- ; 7. From Modernism to Contemporary Literature: A Timeless Debate -- ; Acknowledgments -- ; Contents -- ; Frontmatter -- ; Narcissistic Mothers in Modernist Literature : New Perspectives on Motherhood in the Works of D.H. Lawrence, James Joyce, Virginia Woolf, and Jean Rhys ; Works Cited","019567187","Monograph","Language material ; Text","Online resource","GBC066061","","9783839449660","Rademacher, Marie Géraldine","","person","author","Rademacher, Marie Géraldine, author [person]","Lettre","","Germany","Bielefeld","Transcript-Verlag","2019","","1 online resource","809.933520431","ELD.DS.462122","Joyce, James, 1882-1941 ; Motherhood in literature ; LITERARY CRITICISM--European--English, Irish, Scottish, Welsh ; Joyce, James, 1882-1941--Criticism and interpretation ; Woolf, Virginia, 1882-1941 ; Lawrence, D. H. (David Herbert), 1885-1930 ; Narcissism in literature ; Lawrence, D. H. (David Herbert), 1885-1930--Criticism and interpretation ; Woolf, Virginia, 1882-1941--Criticism and interpretation ; Rhys, Jean--Criticism and interpretation","Criticsm and interpretation","English","",""
"7. From Modernism to Contemporary Literature: A Timeless Debate --","1/ An Overview of Motherhood -- ; 2. Disentangling Notions -- ; 3. A Mother's Vision and Love in D.H. Lawrence's Sons and Lovers -- ; 4. Mothers and Social Criticism in James Joyce's Dubliners -- ; 5. A Mother's 'Divided Self' in Virginia Woolf's To the Lighthouse -- ; 6. 'I'm a Cérébrale': A Mother's Isolation and Marginalization in Jean Rhys' Good Morning, Midnight -- ; Acknowledgments -- ; Contents -- ; Frontmatter -- ; Narcissistic Mothers in Modernist Literature : New Perspectives on Motherhood in the Works of D.H. Lawrence, James Joyce, Virginia Woolf, and Jean Rhys ; Works Cited","019567187","Monograph","Language material ; Text","Online resource","GBC066061","","9783839449660","Rademacher, Marie Géraldine","","person","author","Rademacher, Marie Géraldine, author [person]","Lettre","","Germany","Bielefeld","Transcript-Verlag","2019","","1 online resource","809.933520431","ELD.DS.462122","Joyce, James, 1882-1941 ; Motherhood in literature ; LITERARY CRITICISM--European--English, Irish, Scottish, Welsh ; Joyce, James, 1882-1941--Criticism and interpretation ; Woolf, Virginia, 1882-1941 ; Lawrence, D. H. (David Herbert), 1885-1930 ; Narcissism in literature ; Lawrence, D. H. (David Herbert), 1885-1930--Criticism and interpretation ; Woolf, Virginia, 1882-1941--Criticism and interpretation ; Rhys, Jean--Criticism and interpretation","Criticsm and interpretation","English","",""
"A Brief Moment in Bloomsbury : Jacob's Room --","A Room of One's Own Behind the Strand : Night and Day -- ; All Over the Map of London : The Years -- ; Dreaming of London : The Voyage Out -- ; Introduction -- ; The Map of London Exhausted : Between the Acts ; Trials and Tribulations : To the Lighthouse, Orlando, A Room of One's Own, The Waves and Flush -- ; Walking Virginia Woolf's London : an investigation in literary geography ; Walking in Upper-Class Westminster : Mrs. Dalloway --","019084053","Monograph","Language material ; Text","Online resource","GBB917075","","9783319556710 ; 9783319556727","Larsson, Lisbeth","1949-","person","author","Jones, David, translator [person] ; Larsson, Lisbeth, 1949-, author [person]","Geocriticism and spatial literary studies","","Switzerland","Cham","Palgrave Macmillan","2017","","1 online resource, maps","823.912","ELD.DS.337630","England--London ; Literature ; Cultural geography ; Raum ; Woolf, Virginia, 1882-1941--Criticism and interpretation ; London (England)--In literature ; Space and time in literature","Criticsm and interpretation","English","",""
"A Brownian model for literary crowds : individuals suspended in a mass --","'Orlando the man and Orlando the woman' : complementary Woolf l -- ; Brownian motion and crowd psychology : shared moment, shared discourse -- ; Crowds of molecules, crowds as molecules -- ; D. H. Lawrence and 'living relativity' -- ; D. H. Lawrence's 'theory of human relativity' -- ; Modernist physics : waves, particles, and relativities in the writings of Virginia Woolf and D. H. Lawrence ; Relativities and relativism -- ; The balancing act of literature and science -- ; The obligation to choose : dualistic Woolf -- ; Waves, particles, and heuristic points of view --","018717139","Monograph","Language material ; Still image ; Text","Volume","GBB822402","","9780198815976","Crossland, Rachel","1983-","person","author","Crossland, Rachel, 1983-, author [person]","Oxford English monographs","","England","Oxford","Oxford University Press","2018","First edition","xii, 193 pages, 1 illustration, 23 cm","820.936","YC.2019.a.954","Literature and science--History--20th century ; English fiction--20th century--History and criticism ; Einstein, Albert, 1879-1955 ; Lawrence, D. H. (David Herbert), 1885-1930 ; Physics in literature ; Lawrence, D. H. (David Herbert), 1885-1930--Criticism and interpretation ; Woolf, Virginia, 1882-1941--Criticism and interpretation ; Influence (Literary, artistic, etc.) ; Einstein, Albert, 1879-1955--Influence","Criticsm and interpretation ; History","English","",""
"A Cockney's farming experiences","","006702375","Monograph","Language material ; Text","Volume","","","","Woolf, Virginia","1882-1941","person","author","Woolf, Virginia, 1882-1941, author [person]","","","United States of America","San Diego","State University Press","1972","","3, viii, 11 pages, 23 cm","823.91","X.989/53217","Short stories, English ; Short stories in English--1900---Texts","","English","'The 'novel' ... appears in the issue of [Hyde Park Gate News] August 22, 1892 ... and seems to have commenced under the joint authorship of Virginia and Adrian' - introduction",""
"A Room of One's Own (Vintage Feminism Short Edition)","","018826306","Monograph","Language material ; Text","Online resource","","","9781473559578","Woolf, Virginia","1882-1941","person","author","Woolf, Virginia, 1882-1941, author [person]","Vintage Feminism Short Editions","","England ; United Kingdom","London","Vintage Digital","2018","","1 online resource (176 pages)","","ELD.DS.276432","","","English","",""
"A Room of One's Own Behind the Strand : Night and Day --","A Brief Moment in Bloomsbury : Jacob's Room -- ; All Over the Map of London : The Years -- ; Dreaming of London : The Voyage Out -- ; Introduction -- ; The Map of London Exhausted : Between the Acts ; Trials and Tribulations : To the Lighthouse, Orlando, A Room of One's Own, The Waves and Flush -- ; Walking Virginia Woolf's London : an investigation in literary geography ; Walking in Upper-Class Westminster : Mrs. Dalloway --","019084053","Monograph","Language material ; Text","Online resource","GBB917075","","9783319556710 ; 9783319556727","Larsson, Lisbeth","1949-","person","author","Jones, David, translator [person] ; Larsson, Lisbeth, 1949-, author [person]","Geocriticism and spatial literary studies","","Switzerland","Cham","Palgrave Macmillan","2017","","1 online resource, maps","823.912","ELD.DS.337630","England--London ; Literature ; Cultural geography ; Raum ; Woolf, Virginia, 1882-1941--Criticism and interpretation ; London (England)--In literature ; Space and time in literature","Criticsm and interpretation","English","",""
"A Room of One's Own","","018912207","Monograph","Language material","","","","9781788881142","Woolf, Virginia","1882-1941","person","","Woolf, Virginia, 1882-1941 [person]","","","England","London","Hinkler Book ; Macmillan ; Phambili Agencies","2018","","128 pages, 20 x 13 cm","","","","","English","paperback",""
"A Room of one's own","","013988406","Monograph","Language material ; Text","Volume","","","","Woolf, Virginia","1882-1941","person","author","Woolf, Virginia, 1882-1941, author [person]","","","","","Hogarth Press","1954","","","","W18/0533","","","English","",""
"A Room of one's own","Room of one's own","011338697","Monograph","Language material ; Text","Volume","GB9209985","","9780631180371","Woolf, Virginia","1882-1941","person","author","Rosenbaum, S. P. (Stanford Patrick), 1929-2012, editor [person] ; Woolf, Virginia, 1882-1941 [person] ; Woolf, Virginia, 1882-1941, author [person]","The Shakespeare Head Press edition of Virginia Woolf","","England","Oxford","Blackwell ; Shakespeare Head","1992","","xlv, 215 pages, facsimiles, 24 cm","823.912","98/20786 ; YC.1992.b.1159","Women authors--Social conditions ; Women authors--Economic conditions ; Fiction--Women authors--History and criticism--Theory, etc ; English fiction--By--Women ; Women and literature--Great Britain ; Woolf, Virginia, 1882-1941--Views on authorship","","English","",""
